id,x_coord,y_coord
"1",28.060,-26.103
"2",28.070,-26.103
"3",28.077,-26.109
"4",28.084,-26.095
"5",28.091,-26.063
"6",28.098,-26.047
"6",28.107,-26.038
"7",28.115,-26.016
"8",28.126,-25.980
"9",28.135,-25.954
"10",28.159,-25.906
"11",28.169,-25.878
"12",28.221,-25.858
"13",28.244,-25.828
"14",28.263,-25.798
"15",28.275,-25.766
"16",28.264,-25.740
"17",28.238,-25.743
"18",28.212,-25.745
